Country_Year,Happiness,GDP,Family,Health,Freedom,Generosity,Trust_gov
Mexico_2017,0.8020231026810822,0.6164234390611902,0.7518202544189034,0.7477458497854246,0.6270123003591236,0.14436704299570194,0.2859614223332285
Singapore_2017,0.8007844482970081,0.9045909290185766,0.8405787983456374,1.0,0.835308296766086,0.4128102079517689,1.0
Malta_2017,0.7914945896358122,0.7180374584531287,0.9241498114721975,0.8656670039163605,0.8944447362177848,0.6857745007171825,0.3296650924697355
Uruguay_2017,0.7764244094747462,0.6508349518770021,0.8768475480578983,0.7574750755484722,0.8802027060065679,0.2089274771829988,0.3834996492846012
Guatemala_2017,0.7764244094747462,0.4661203444566784,0.7795886361944063,0.5689776902327763,0.8071579143719715,0.3382612992590341,0.16631915524830435
Panama_2017,0.7760115574929615,0.659488489223301,0.8526106485975256,0.7437196320691001,0.8355912666001433,0.2512387301850105,0.1528811841189084
France_2017,0.773947100706598,0.7648865235211326,0.8616659933618902,0.8893866410074822,0.7143533165875571,0.15483373431286654,0.3715260304768081
Thailand_2017,0.7702311375543757,0.6028915218898464,0.885269754414244,0.6816684713511538,0.8814309309118971,0.6826632466056846,0.06808573162158875
Spain_2017,0.7658958964294762,0.7400167079586477,0.9512701034767548,0.936248257123,0.6210133851522798,0.2268693554911865,0.1527307949942693
Qatar_2017,0.7601155749296082,1.0,0.7912066593666512,0.7478712747818725,0.9177853558356988,0.3943248594224639,0.946138035521358
Colombia_2017,0.7563996117773859,0.5722909784669946,0.8706106832373198,0.6266800311038919,0.72539063419652,0.17780561923245222,0.1005125120799118
Saudi Arabia_2017,0.7537158770183455,0.8181802598845844,0.7988938063905112,0.6215408705637259,0.6832533019183995,0.17613696331471054,0.5889030156389288
Trinidad and Tobago_2017,0.717382343214563,0.7276998455374086,0.8569792592028995,0.5476434507592955,0.7878948674252371,0.3881471217947952,0.01930791685451935
Kuwait_2017,0.7043765214011445,0.8728791980179819,0.7821427286711032,0.6657301432864442,0.7540274983293465,0.2723977615982508,0.4633985413217702
Slovakia_2017,0.7029314410261761,0.7084765170979356,0.934486236382236,0.7506462557468403,0.44940078307940096,0.16292629501169512,0.05214397091732356
Bahrain_2017,0.7006605582489221,0.7956166141595812,0.821514848405766,0.6878760042709785,0.8154166493111844,0.20602983464110355,0.553602971683968
Malaysia_2017,0.7000412802762429,0.6902069187006793,0.7976324146732372,0.6517002463113402,0.6111140137527866,0.4971021085350175,0.14128711652377876
Nicaragua_2017,0.6973575455172024,0.3941162751575207,0.7992279175401261,0.6878369580508621,0.6799130354468387,0.3599608138163413,0.2814684268848247
Ecuador_2017,0.6843517237037822,0.5349790226545134,0.7985779033363283,0.7221081769878522,0.6915292414235245,0.17911575478316324,0.3018141241768712
El Salvador_2017,0.6833194953106023,0.4863166470402307,0.7339775051563678,0.6277233561494244,0.6569744140939809,0.09337824225877643,0.1937959319067824
Poland_2017,0.6771263218289477,0.6905129126649118,0.8976377142652415,0.7366834655391052,0.7904947489853833,0.18908323973825197,0.12773381818153806
Uzbekistan_2017,0.676713469847163,0.42038460165983466,0.9617497506009062,0.5247779026517468,1.0,0.4963560149205918,0.5309586250826719
Italy_2017,0.6752683894721965,0.7457195892212611,0.8971480201212808,0.8985267836040273,0.3895954934903364,0.20617440561433972,0.06036532730912453
Russia_2017,0.6750618650425865,0.6851622876776562,0.912272507981584,0.5764652109792199,0.5678448474136115,0.06236173656000241,0.07099359970073653
Belize_2017,0.6736167846676197,0.4853495671988732,0.6714486849240077,0.4741394122062376,0.8317667821485423,0.2863891593853113,0.2080108814201969
Japan_2017,0.6661849568018929,0.757398528782038,0.8918173411236363,0.9620676015620748,0.7681375966851334,0.14386868119410234,0.35269866640855
